id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
89019,0.4857174822906079,-1.092178034401812,1.5807843698425732,-0.3398036771144149,-0.2462980749552837,1.4004854322134708,0.07154385473939,0.0091209454803212,1.7959417552238135,0.362277618100407,-0.182567047827464,2.416582925404793,0.1289405260826492,0.2647539030708232,-1.5295257618786111,0.1218134189304982,0.7104935633204427,-0.0547558376077884,-0.2638985422073389,0.2332580523820739,0.0136743363320639,0.7683110710734192,-0.2992227556577052,-0.1814941209921694,-0.0421936237989038,2.4325373275223523,-0.2354732227789968,0.0185223359435162,23870.22,0
109541,1.0534935949917867,-0.3294021423938643,0.5525019378338537,-0.3644570226642973,0.1859594211266806,-0.0421891607651588,0.4682360667601797,-0.1961244031924071,0.5073898366415435,0.4817729471910512,-0.8363858337275014,0.7849965724880821,0.6117656559849586,0.5294286873737672,1.2983966272556144,0.8766812452468102,0.3930613636418987,0.1859299346206362,-0.2709886950816321,-0.2095745606309958,-0.228030431191243,-0.8076328508711157,0.0559719342485418,0.0212901441114196,0.3621635517384231,0.2736727521593506,-0.2637027299502968,-0.0314114116291608,12053.48,0
275691,1.5717295858249083,-0.7792936264084239,0.1600565035649626,-1.656758542465964,0.2173026528125202,0.9008483576562872,0.2153816395498541,-0.0671487277150982,1.8242307105989648,0.2532784207696272,0.1593146028635575,2.835870873541594,0.6510006214764338,0.8183832212839923,1.5226941554114513,-0.0335866850937607,0.5144648057386361,-0.289564160150486,-0.1943329954677376,-0.3423759058677991,-0.1355973966329268,-0.0284460871023041,0.370093944961092,-2.1340023267057187,-1.0754483127924883,-1.154025041720498,-0.1530680987234591,-0.2352459558622257,17246.33,0
183362,1.3921744245774537,-0.4543205070178461,0.0942856105006898,0.5506317603133246,0.7282193973602729,1.43505552934784,0.3780393470393227,-0.0357118146890626,0.0313319863312717,1.426973556504547,-0.4829420480901085,0.4594450621018827,-1.3350736957819402,1.1584275686730108,-0.6469816950707279,0.6578176723635143,0.3409624548687719,-0.0586377864270515,-2.300108141513657,-0.4628468505323559,0.0573972545496369,1.0655909975819655,-0.0876225762599943,-2.5611235564702124,-0.1126093332827197,0.7731659221489624,-0.2512862611909681,-0.2671312508308148,5215.34,0
197731,0.8960960090691593,-1.237892184018575,-0.2427677024773659,-0.2097093086494465,0.0631499846181311,-0.2540955381471989,0.8783659751501972,-0.2889944839704976,-0.0665028998950877,1.081059014114916,-1.6398871653601472,0.2169861358111265,-0.8565982575434273,1.4195570817467038,0.2326683359311069,-0.2627660719437873,0.3930882612891176,1.3663240908084653,-1.3762551264213143,0.2423078268799574,-0.0698618044717184,-0.517566148636597,-0.4583917311806089,-0.2557379862774058,0.1304268862053135,-1.3263680330422662,-0.3742885418276631,-0.010012004310542,2278.93,0
64185,0.5033488164289616,-0.4140474151397553,1.1863266315611891,0.031251112714306,0.0310942706457496,0.909457381651829,0.2993723464898748,-0.0529855433427467,1.2076620607762476,0.6068880919181674,-0.2540976356273117,2.164716572756893,-0.3799116139827827,0.3964751036883811,-2.261605992180052,-0.0844221542174562,0.7088854248054205,-0.0966354154295043,0.4818379583411369,-0.4081668756505433,-0.1947667918575835,-0.2320896491094947,0.4043276289430208,0.4298941904298484,-1.6557056099529317,-1.72222184012409,-0.3154233624974746,-0.3963548285240108,13088.6,0
58256,0.3582315813237449,-1.1521570645330923,0.8366107798495686,-0.4623755220436834,-0.1403505705126089,1.024846388730598,0.3040208113429367,-0.0594435336820343,1.1588738651440773,0.3889625900536901,0.0124951710005336,1.7249822054298292,-0.4884717745860317,0.6417323154328741,-0.4610552310602474,0.2304703833043102,0.621250962848016,-0.1756999019891021,-0.2965101947582798,0.4978397035550819,-0.0576849817948301,-0.3316834814759456,-0.2466089067415909,-0.318110786865234,-0.4143835794087885,1.8828746416255748,-0.3321067319608702,0.0619138264167479,19672.51,0
121185,0.058584906666049,-0.1669871290240135,2.13434659766719,-0.1196991022827966,-0.067442789094224,0.8991349934977102,0.0193916156238758,-0.644500870963586,0.3786767846619725,0.2474317666308055,-0.6534433813127098,1.4223904855159413,0.4453495998393001,0.7944181280020307,1.2834710153094355,0.3296787531245417,0.5702222869519828,0.0690327544309876,-0.5302657972635652,0.5002692112748683,-0.6336547667523398,0.526809936426652,-0.1367556818313331,0.8679994371007755,1.7769650321186805,-0.369260651543437,-0.1161999764073037,0.3760088235551292,6039.82,0
113235,0.0530749941258782,-0.5274187447915696,2.0730329127291807,-1.5685812975140234,-0.1896273802568925,0.1988540905639797,0.3956167453771231,-0.1907146359023363,-0.7700169846502726,1.068260198457454,-0.8013283314943584,0.298490468891748,1.853063608975376,0.3972037029950869,0.9789536205577584,0.1503677858289044,0.6844741980724525,0.3518514257431246,0.3091424906488997,-0.0789143850307045,-0.2090072776389856,-0.4642743247659027,0.0318219402849023,0.7755541946950067,-0.032085802819805,-0.6678641005146501,-0.1375843263908642,0.1185670132736394,11365.39,0
84271,0.9080377273712412,-0.3732328068497919,1.0569222171678758,-0.124415955114763,-0.020515046331238,-0.1502036782302937,0.4431156648579383,-0.1944099995189794,0.5245778792235712,0.5666676248389382,-0.4610644326173275,1.2807399188643047,0.7507592378982604,0.7788648073347528,1.2563290916495018,0.5904004181007414,0.3213728519772744,0.0569955603989535,-0.7355690263207367,-0.1882867285270997,-0.1537687390704903,-0.4246032617741724,0.1146992429291459,1.982691967548205,0.3038702210267987,-1.6868731642568586,-0.1981950643964052,0.0171699763972961,16964.3,0
